0.0156903,0.0187229
0.0488889,0.124091
0.0308033,0.174625
0.0499193,0.309507
0.0528203,0.375172
0.075944,0.478951
0.0775461,0.521255
0.0608966,0.628044
0.0393968,0.676208
0.0223435,0.820154
0.00221117,0.848385
0.00373225,0.962683
0.0935826,0.0355588
0.117389,0.11531
0.136215,0.204581
0.0969523,0.327823
0.13935,0.358299
0.129859,0.494221
0.106706,0.582256
0.13238,0.597657
0.0841273,0.738801
0.0972974,0.752229
0.146519,0.90577
0.118537,0.980551
0.17895,0.0202948
0.231032,0.147011
0.198948,0.239244
0.224657,0.332598
0.190283,0.379602
0.180859,0.418883
0.184247,0.538822
0.242345,0.640655
0.21198,0.737189
0.203849,0.791338
0.203685,0.885728
0.249217,0.935121
0.285991,0.0214902
0.281293,0.0932508
0.300829,0.225741
0.310282,0.273578
0.267391,0.34249
0.322682,0.489547
0.251424,0.56427
0.25035,0.654573
0.3189,0.685917
0.32838,0.75922
0.307549,0.859961
0.300494,0.943688
0.405494,0.0806817
0.416397,0.148654
0.377806,0.230573
0.414967,0.329629
0.38706,0.368245
0.363592,0.439005
0.354083,0.568354
0.37257,0.583541
0.366671,0.697333
0.385647,0.808753
0.344828,0.915922
0.416435,0.923098
0.445246,0.0442586
0.466583,0.141831
0.493724,0.236637
0.482833,0.261279
0.452794,0.36905
0.42899,0.496593
0.466312,0.502044
0.42219,0.593376
0.44359,0.699219
0.431583,0.824014
0.430993,0.900239
0.469631,0.975781
0.544625,0.0745596
0.580402,0.137406
0.501217,0.200622
0.582068,0.298187
0.509411,0.401284
0.517879,0.49169
0.520856,0.538169
0.538825,0.615733
0.509772,0.713332
0.529664,0.763601
0.571353,0.91342
0.516293,0.970023
0.656018,0.0174087
0.645351,0.137827
0.622966,0.182196
0.608907,0.306665
0.629318,0.373126
0.63145,0.439338
0.585967,0.526363
0.608725,0.585159
0.617106,0.726355
0.649658,0.81352
0.621225,0.868011
0.631737,0.99632
0.671175,0.0445971
0.705695,0.128135
0.689975,0.220942
0.67687,0.299095
0.747789,0.390321
0.726083,0.462613
0.667171,0.558566
0.701316,0.626243
0.707537,0.67852
0.737785,0.791536
0.730871,0.915333
0.677321,0.97078
0.759665,0.0787622
0.77118,0.165475
0.775904,0.216526
0.760638,0.293302
0.779578,0.36342
0.768798,0.423824
0.758795,0.531842
0.791177,0.602914
0.750075,0.682329
0.790636,0.789719
0.809223,0.869912
0.796863,0.953543
0.852313,0.0346166
0.875822,0.122769
0.852991,0.193293
0.857292,0.297912
0.861269,0.343653
0.857594,0.425659
0.895955,0.537017
0.845383,0.647323
0.887768,0.713538
0.869782,0.819163
0.914083,0.893945
0.853618,0.937343
0.997692,0.0777674
0.931884,0.101101
0.921123,0.168063
0.94102,0.296529
0.979545,0.385337
0.949198,0.438358
0.93808,0.523864
0.968803,0.603019
0.995035,0.709145
0.943855,0.753322
0.948774,0.903039
0.928716,0.97022
0.987951,0.946446
0.967893,0.846961
0.972812,0.830011
0.921631,0.707522
0.947864,0.646981
0.978587,0.55947
0.967469,0.478308
0.937122,0.364663
0.975647,0.286804
0.995543,0.248604
0.984783,0.148899
0.918974,0.00556589
0.896382,0.979324
0.835917,0.856055
0.880218,0.76417
0.862232,0.703128
0.904617,0.602677
0.854045,0.546316
0.892406,0.491008
0.888731,0.406347
0.892708,0.285422
0.897009,0.223374
0.874178,0.127231
0.897687,0.0487167
0.78647,0.963123
0.77411,0.880088
0.792698,0.793614
0.833258,0.734337
0.792156,0.647086
0.824538,0.551492
0.814536,0.492843
0.803756,0.38658
0.822695,0.290031
0.807429,0.20014
0.812153,0.0845254
0.823669,0.00457111
0.739345,0.945887
0.685795,0.834667
0.678882,0.791797
0.70913,0.738147
0.71535,0.623757
0.749496,0.524767
0.690583,0.454054
0.668877,0.359679
0.739797,0.284238
0.726692,0.195725
0.710971,0.121865
0.745491,0.0387362
0.618263,0.920347
0.628775,0.881989
0.600342,0.769814
0.632894,0.690312
0.641275,0.664841
0.664033,0.55697
0.61855,0.477329
0.620682,0.376874
0.641093,0.276668
0.627034,0.234471
0.604649,0.112173
0.593982,0.0659246
0.56704,0.946643
0.511981,0.83658
0.553669,0.819732
0.573561,0.703334
0.544508,0.634267
0.562478,0.545164
0.565454,0.424977
0.573922,0.348716
0.501265,0.285146
0.582117,0.216045
0.502931,0.112594
0.538708,0.00877374
0.447036,0.940885
0.485674,0.849761
0.485084,0.759319
0.473077,0.717448
0.494477,0.656624
0.450355,0.581289
0.487677,0.420073
0.463873,0.38095
0.433834,0.322054
0.422943,0.18003
0.450084,0.108169
0.471421,0.0390748
0.333565,0.993569
0.405172,0.834078
0.364353,0.774581
0.383329,0.719333
0.37743,0.666459
0.395917,0.514979
0.386408,0.477661
0.36294,0.381755
0.335033,0.253704
0.372194,0.186094
0.333603,0.101346
0.344506,0.00265162
0.282839,0.972978
0.275784,0.890039
0.254953,0.824113
0.264433,0.73075
0.332983,0.595427
0.331909,0.519063
0.260651,0.42712
0.315942,0.40751
0.273051,0.309755
0.282504,0.190925
0.302041,0.156749
0.297342,0.0618431
0.167449,0.981545
0.212982,0.864272
0.212818,0.791995
0.204687,0.679477
0.174322,0.609345
0.23242,0.544511
0.235807,0.497784
0.226384,0.370398
0.192009,0.250735
0.217719,0.177423
0.185635,0.102989
0.237717,0.0630385
0.131463,0.936116
0.103481,0.84423
0.152703,0.831104
0.165873,0.677866
0.11762,0.652343
0.143294,0.501077
0.120141,0.422446
0.11065,0.391701
0.153048,0.25551
0.113785,0.212086
0.132611,0.13469
0.156417,0.0477746
0.0796011,0.953984
0.0811222,0.901615
0.0609899,0.763179
0.0439366,0.740458
0.0224367,0.621956
0.00578724,0.562079
0.00738931,0.437716
0.030513,0.374828
0.0334141,0.273826
0.05253,0.242042
0.0344444,0.125909
0.067643,0.0646104
